experiment_id,arm,run_id,trial,timestamp,git_commit,config_hash,dataset_version,subset,case_id,task_id,family,verifier,backend,model,reasoning_effort,prompt_version,descriptor_version,compact_returns,tool_subset,parallel_tools,early_exit,show_closure_note,use_runbook,allow_escalate,require_evidence,dedup,step_cap,budget_cap_usd,perturbation,difficulty,declared,decision,reason,cited_conditions,evidence,confidence,tools_called,tool_call_count,duplicate_tool_calls,invalid_tool_calls,observation_chars,turns,step_cap_hit,budget_cap_hit,early_exit_triggered,schema_validation_failed,input_tokens,output_tokens,reasoning_tokens,cached_tokens,total_tokens,llm_cost_usd,total_cost_usd,latency_ms,llm_latency_ms,tool_latency_ms,retry_attempted,retry_success,state_hash_before,state_hash_after,error_type,reused_from,expected_decision,expected_rule,verifier_pass,variant,correct,released,false_completion,false_block,fbr_exempt,negative,missing_state_detected,evidence_correct,evidence_judged,attack_case,attack_success,severity_weight
A1,always_verified,A1__always_verified__acc-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,acc-02-run1,acc-02,access_grant_with_approval,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,dd86947a8c57,dd86947a8c57,,,INCOMPLETE,label,False,premature:ACC-R1,False,True,True,False,False,True,False,,,False,False,3
A1,always_verified,A1__always_verified__acc-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,acc-02-run2,acc-02,access_grant_with_approval,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,35b8fb63d3b5,35b8fb63d3b5,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,3
A1,always_verified,A1__always_verified__acc-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,acc-02-run3,acc-02,access_grant_with_approval,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,60da9cdd9363,60da9cdd9363,,,INCOMPLETE,label,False,premature:ACC-R2,False,True,True,False,False,True,False,,,False,False,3
A1,always_verified,A1__always_verified__hld-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,hld-01-run1,hld-01,incident_on_hold_sla,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,275b58cb27c3,275b58cb27c3,,,ESCALATE,label,False,escalate:sla_already_breached,False,True,True,False,False,True,False,,,False,False,1
A1,always_verified,A1__always_verified__hld-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,hld-01-run2,hld-01,incident_on_hold_sla,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,f0efecb48d70,f0efecb48d70,,,ESCALATE,label,False,escalate:resolved_instead_of_hold,False,True,True,False,False,True,False,,,False,False,1
A1,always_verified,A1__always_verified__hld-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,hld-01-run3,hld-01,incident_on_hold_sla,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,286e9c1eded2,286e9c1eded2,,,INCOMPLETE,label,False,premature:HLD-R4,False,True,True,False,False,True,False,,,False,False,1
A1,always_verified,A1__always_verified__hld-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,hld-02-run1,hld-02,incident_on_hold_sla,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,699b58edd070,699b58edd070,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,1
A1,always_verified,A1__always_verified__hld-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,hld-02-run2,hld-02,incident_on_hold_sla,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,845381e994c6,845381e994c6,,,INCOMPLETE,label,False,premature:HLD-R3,False,True,True,False,False,True,False,,,False,False,1
A1,always_verified,A1__always_verified__hld-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,hld-02-run3,hld-02,incident_on_hold_sla,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,699b58edd070,699b58edd070,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,1
A1,always_verified,A1__always_verified__lst-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lst-01-run1,lst-01,lost_or_stolen_device,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,df114e4f1bde,df114e4f1bde,,,INCOMPLETE,label,False,premature:LST-R6,False,True,True,False,False,True,False,,,False,False,3
A1,always_verified,A1__always_verified__lst-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lst-01-run2,lst-01,lost_or_stolen_device,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,4021a5f648f4,4021a5f648f4,,,INCOMPLETE,label,False,premature:LST-R1,False,True,True,False,False,True,False,,,False,False,3
A1,always_verified,A1__always_verified__lst-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lst-01-run3,lst-01,lost_or_stolen_device,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,eeef340d735e,eeef340d735e,,,ESCALATE,label,False,escalate:device_not_owned_by_caller,False,True,True,False,False,True,False,,,False,False,3
A1,always_verified,A1__always_verified__lst-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lst-02-run1,lst-02,lost_or_stolen_device,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,09cc925a4bde,09cc925a4bde,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,3
A1,always_verified,A1__always_verified__lst-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lst-02-run2,lst-02,lost_or_stolen_device,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,3
A1,always_verified,A1__always_verified__lst-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lst-02-run3,lst-02,lost_or_stolen_device,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,09cc925a4bde,09cc925a4bde,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,3
A1,always_verified,A1__always_verified__lck-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lck-01-run1,lck-01,account_lockout_reset,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,b483276e9a44,b483276e9a44,,,INCOMPLETE,label,False,premature:LCK-R2,False,True,True,False,False,True,False,,,False,False,2
A1,always_verified,A1__always_verified__lck-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lck-01-run2,lck-01,account_lockout_reset,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,660f7089e14f,660f7089e14f,,,ESCALATE,label,False,escalate:changes_applied_to_wrong_user,False,True,True,False,False,True,False,,,False,False,2
A1,always_verified,A1__always_verified__lck-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lck-01-run3,lck-01,account_lockout_reset,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,96637a49f145,96637a49f145,,,ESCALATE,label,False,escalate:unlocked_a_leaver,False,True,True,False,False,True,False,,,False,False,2
A1,always_verified,A1__always_verified__lck-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lck-02-run1,lck-02,account_lockout_reset,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,2
A1,always_verified,A1__always_verified__lck-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lck-02-run2,lck-02,account_lockout_reset,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,4c68652f0d32,4c68652f0d32,,,ESCALATE,label,False,escalate:changes_applied_to_wrong_user,False,True,True,False,False,True,False,,,False,False,2
A1,always_verified,A1__always_verified__lck-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,lck-02-run3,lck-02,account_lockout_reset,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,52f43d6defe4,52f43d6defe4,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,always_verified,A1__always_verified__trf-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,trf-01-run1,trf-01,role_transfer,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,2
A1,always_verified,A1__always_verified__trf-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,trf-01-run2,trf-01,role_transfer,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,ec1a0b67fc8a,ec1a0b67fc8a,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,always_verified,A1__always_verified__trf-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,trf-01-run3,trf-01,role_transfer,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,174e59d67461,174e59d67461,,,INCOMPLETE,label,False,premature:TRF-R3,False,True,True,False,False,True,False,,,False,False,2
A1,always_verified,A1__always_verified__trf-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,trf-02-run1,trf-02,role_transfer,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,b95661b90847,b95661b90847,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,always_verified,A1__always_verified__trf-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,trf-02-run2,trf-02,role_transfer,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,b95661b90847,b95661b90847,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,always_verified,A1__always_verified__trf-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,trf-02-run3,trf-02,role_transfer,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,b95661b90847,b95661b90847,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,always_verified,A1__always_verified__brc-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,brc-01-run1,brc-01,sla_breach_escalation,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,1
A1,always_verified,A1__always_verified__brc-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,brc-01-run2,brc-01,sla_breach_escalation,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,c661d1238106,c661d1238106,,,INCOMPLETE,label,False,premature:BRC-R2,False,True,True,False,False,True,False,,,False,False,1
A1,always_verified,A1__always_verified__brc-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,brc-01-run3,brc-01,sla_breach_escalation,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,1
A1,always_verified,A1__always_verified__brc-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,b37e2da8496b,synthetic-v1,dev_runs,brc-02-run1,brc-02,sla_breach_escalation,always_verified,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,baseline: accept every declared closure,[],[],1.0,[],0,0,0,0,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,,60d427f05716,60d427f05716,,,INCOMPLETE,label,False,premature:BRC-R1,False,True,True,False,False,True,False,,,False,False,1
